_corrupt_record,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
"",Red Hot Chili Peppers,Logged In,Gabriel,M,6,Koch,321.82812,paid,"Panama City, FL",PUT,NextSong,1505820418284,1060,Californication (Album Version),200,1513722080284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,1061
"",Michael Jackson,Logged In,Connor,M,23,Gillespie,168.17587,paid,"Santa Cruz-Watsonville, CA",PUT,NextSong,1506639389284,5698,Don't Let It Get You Down,200,1513722089284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
"",Slum Village,Logged In,Joshua,M,47,Blake,184.11057,paid,"Fayetteville-Springdale-Rogers, AR-MO",PUT,NextSong,1512526653284,5340,Conant Gardens,200,1513722102284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1949
"",The Mars Volta,Logged In,Micheal,M,28,Morgan,380.42077,paid,"Sterling, CO",PUT,NextSong,1485051492284,5175,Eriatarka,200,1513722105284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1806
"",LU,Logged In,Vera,F,11,Blackwell,321.54077,paid,"Racine, WI",PUT,NextSong,1499855749284,5516,Una Confusion,200,1513722128284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
"",Justin Timberlake,Logged In,Kara,F,0,Smith,355.99628,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1508946027284,5659,LoveStoned/I Think She Knows,200,1513722153284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,184
"",G. Love & Special Sauce,Logged In,Sophee,F,12,Barker,263.65342,paid,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",PUT,NextSong,1513009647284,2372,Numbers,200,1513722156284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2373
"",Jimmy Eat World,Logged In,Kenneth,M,118,Matthews,213.99465,paid,"Charlotte-Concord-Gastonia, NC-SC",PUT,NextSong,1509380319284,5132,Seventeen,200,1513722161284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1046
"","",Logged In,Mya,F,0,Garcia,"",free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1494444664284,5282,"",200,1513722170284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2902
"",Washed Out,Logged In,Mason,M,8,Thomas,192.07791,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5661,Feel It All Around,200,1513722182284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
"",Stryper,Logged In,Zoie,F,33,Wright,246.62159,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,To Hell With The Devil,200,1513722188284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",Weezer,Logged In,Justin,M,90,Jones,258.82077,paid,"Dayton, TN",PUT,NextSong,1504706730284,1175,Say It Ain't So,200,1513722193284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",PJ Harvey,Logged In,William,M,0,Mckinney,194.53342,free,"Atlantic City-Hammonton, NJ",PUT,NextSong,1505625008284,5755,Down By The Water,200,1513722201284,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:30.0) Gecko/20100101 Firefox/30.0,714
"",Lorraine Ellison,Logged In,Mya,F,1,Garcia,213.62893,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1494444664284,5282,Stay With Me (Baby),200,1513722205284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2902
"",Circa Survive,Logged In,Abigail,F,9,Davidson,184.92036,paid,"Lansing-East Lansing, MI",PUT,NextSong,1513173389284,4591,Get Out (Album Version),200,1513722256284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",226
"",Spoon,Logged In,Connor,M,24,Gillespie,205.94893,paid,"Santa Cruz-Watsonville, CA",PUT,NextSong,1506639389284,5698,Black Like Me,200,1513722257284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
"",Charlotte Gainsbourg,Logged In,Eliana,F,6,Thomas,345.91302,paid,"Knoxville, TN",PUT,NextSong,1511496362284,4686,Everything I Cannot See,200,1513722286284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2779
"",Sean Kingston,Logged In,Joshua,M,48,Blake,239.98649,paid,"Fayetteville-Springdale-Rogers, AR-MO",PUT,NextSong,1512526653284,5340,Fire Burning,200,1513722286284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1949
"",Republic,Logged In,Katherine,F,0,Wagner,131.13424,free,"Knoxville, TN",PUT,NextSong,1503716664284,756,TÃÂºl sok a kirÃÂ¡ly,200,1513722315284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",757
"",Kings Of Leon,Logged In,James,M,0,Lewis,231.81016,paid,"Boise City, ID",PUT,NextSong,1509081064284,5243,Use Somebody,200,1513722317284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1267
"",Captain Sensible,Logged In,Mason,M,9,Thomas,338.72934,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5661,Wot,200,1513722374284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
"",Elsa Garcia,Logged In,Gabriel,M,7,Koch,202.70975,paid,"Panama City, FL",PUT,NextSong,1505820418284,1060,Que Bonito (Version Ranchera),200,1513722401284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,1061
"",Cat Power,Logged In,Sophee,F,13,Barker,270.2624,paid,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",PUT,NextSong,1513009647284,2372,What Would The Community Think,200,1513722419284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2373
"",Corinne Bailey Rae,Logged In,Zoie,F,34,Wright,251.66322,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Are You Here,200,1513722434284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",Bebe And Cece Winans,Logged In,Abigail,F,10,Davidson,281.59955,paid,"Lansing-East Lansing, MI",PUT,NextSong,1513173389284,4591,I.O.U. Me,200,1513722440284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",226
"",Danilo Montero,Logged In,Katherine,F,1,Wagner,320.93995,free,"Knoxville, TN",PUT,NextSong,1503716664284,756,La casa de Dios,200,1513722446284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",757
"",Ray LaMontagne,Logged In,Vera,F,12,Blackwell,306.20689,paid,"Racine, WI",PUT,NextSong,1499855749284,5516,Hold You In My Arms,200,1513722449284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
"",Against Me!,Logged In,Justin,M,91,Jones,248.81587,paid,"Dayton, TN",PUT,NextSong,1504706730284,1175,Unprotected Sex With Multiple Partners,200,1513722451284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",The Rubettes,Logged In,Connor,M,25,Gillespie,179.80036,paid,"Santa Cruz-Watsonville, CA",PUT,NextSong,1506639389284,5698,Lola,200,1513722462284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
"",50 Cent,Logged In,Micheal,M,29,Morgan,249.52118,paid,"Sterling, CO",PUT,NextSong,1485051492284,5175,P.I.M.P.,200,1513722485284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1806
"",Kanye West,Logged In,Kara,F,1,Smith,311.84934,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1508946027284,5659,Stronger,200,1513722508284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,184
"",Harmonia,Logged In,Joshua,M,49,Blake,655.77751,paid,"Fayetteville-Springdale-Rogers, AR-MO",PUT,NextSong,1512526653284,5340,Sehr kosmisch,200,1513722525284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1949
"",Ryan Adams,Logged In,James,M,1,Lewis,323.3171,paid,"Boise City, ID",PUT,NextSong,1509081064284,5243,Carolina Rain,200,1513722548284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1267
"",Skunk Anansie,Logged In,Gabriel,M,8,Koch,213.62893,paid,"Panama City, FL",PUT,NextSong,1505820418284,1060,Weak,200,1513722603284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,1061
"",The Last Goodnight,Logged In,Eliana,F,7,Thomas,189.85751,paid,"Knoxville, TN",PUT,NextSong,1511496362284,4686,Pictures Of You,200,1513722631284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2779
"",Alliance Ethnik,Logged In,Connor,M,26,Gillespie,252.21179,paid,"Santa Cruz-Watsonville, CA",PUT,NextSong,1506639389284,5698,ReprÃÂ©sente,200,1513722641284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
"",The xx,Logged In,Zoie,F,35,Wright,313.39057,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Infinity,200,1513722685284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",Alesana,Logged In,Sophee,F,14,Barker,242.49424,paid,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",PUT,NextSong,1513009647284,2372,Congratulations_ I Hate You,200,1513722689284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2373
"",Mariah Carey,Logged In,Justin,M,92,Jones,676.23138,paid,"Dayton, TN",PUT,NextSong,1504706730284,1175,FANTASY,200,1513722699284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",En Vogue,Logged In,Mason,M,10,Thomas,306.99057,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5661,Hold On (LP Version),200,1513722712284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
"",Vampire Weekend,Logged In,Sophia,F,0,Swanson,178.6771,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1508398938284,5650,White Sky,200,1513722716284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",656
"",Nickel Creek,Logged In,Abigail,F,11,Davidson,103.88853,paid,"Lansing-East Lansing, MI",PUT,NextSong,1513173389284,4591,Stumptown,200,1513722721284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",226
"",Penguin CafÃÂ© Orchestra,Logged In,Micheal,M,30,Morgan,270.31465,paid,"Sterling, CO",PUT,NextSong,1485051492284,5175,Air A Danser,200,1513722734284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1806
"",Phoenix,Logged In,Zimora,F,0,Davis,278.80444,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1498962954284,5174,Armistice,200,1513722738284,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),2882
"",Crvena Jabuka,Logged In,Vera,F,13,Blackwell,231.26159,paid,"Racine, WI",PUT,NextSong,1499855749284,5516,Boje kianog neba,200,1513722755284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
"","",Logged In,Skyler,F,0,Mcgee,"",free,"Riverside-San Bernardino-Ontario, CA",GET,Home,1509473552284,5756,"",200,1513722779284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",950
"",Suicide Silence,Logged In,Skyler,F,1,Mcgee,221.04771,free,"Riverside-San Bernardino-Ontario, CA",PUT,NextSong,1509473552284,5756,A Dead Current,200,1513722790284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",950
"",Mud,Logged In,Gabriel,M,9,Koch,229.32853,paid,"Panama City, FL",PUT,NextSong,1505820418284,1060,Tiger Feet,200,1513722816284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,1061
"",Billy Bragg and Wilco,Logged In,Kara,F,2,Smith,298.52689,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1508946027284,5659,California Stars (LP Version),200,1513722819284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,184
"",Gaz Nevada,Logged In,Eliana,F,8,Thomas,390.21669,paid,"Knoxville, TN",PUT,NextSong,1511496362284,4686,I C Love Affair,200,1513722820284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2779
"",Deep Dish,Logged In,Abigail,F,12,Davidson,527.41179,paid,"Lansing-East Lansing, MI",PUT,NextSong,1513173389284,4591,Say Hello (Angello & Ingrosso Remix),200,1513722824284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",226
"","",Logged In,Riley,F,0,Davis,"",free,"Montgomery, AL",GET,Home,1497283198284,2852,"",200,1513722832284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2853
"","",Logged In,Connor,M,0,Henderson,"",free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1494785186284,5040,"",200,1513722835284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1312
"",Billy Bragg,Logged In,Connor,M,1,Henderson,228.0224,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1494785186284,5040,Accident Waiting To Happen (Red Stars Version),200,1513722836284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1312
"",Edward Sharpe & The Magnetic Zeros,Logged In,James,M,2,Lewis,306.31138,paid,"Boise City, ID",PUT,NextSong,1509081064284,5243,Home,200,1513722871284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1267
"",Amy Winehouse,Logged In,Connor,M,27,Gillespie,141.60934,paid,"Santa Cruz-Watsonville, CA",PUT,NextSong,1506639389284,5698,To Know Him Is To Love Him,200,1513722893284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
"",Olivia Newton-John,Logged In,Sophia,F,1,Swanson,132.23138,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1508398938284,5650,Hochmah (Interlude),200,1513722894284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",656
"",Franz Ferdinand,Logged In,Riley,F,1,Davis,140.22485,free,"Montgomery, AL",PUT,NextSong,1497283198284,2852,Words So Leisured,200,1513722913284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2853
"",Kyle Cease,Logged In,Elizabeth,F,0,Wheeler,271.20281,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1508260038284,5458,Generation Nintendo,200,1513722979284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1396
"",Regina Spektor,Logged In,Vera,F,14,Blackwell,234.94485,paid,"Racine, WI",PUT,NextSong,1499855749284,5516,The Flowers (Album Version),200,1513722986284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
"",Weezer,Logged In,Zoie,F,36,Wright,194.84689,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,The Girl Got Hot,200,1513722998284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",R.I.O.,Logged In,Micheal,M,31,Morgan,217.12934,paid,"Sterling, CO",PUT,NextSong,1485051492284,5175,When The Sun Comes Down,200,1513723004284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1806
"",The Mountain Goats,Logged In,Skyler,F,2,Mcgee,222.74567,free,"Riverside-San Bernardino-Ontario, CA",PUT,NextSong,1509473552284,5756,Heretic Pride,200,1513723011284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",950
"",Jason Mraz,Logged In,Zimora,F,1,Davis,279.06567,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1498962954284,5174,The Boy's Gone (Live On Earth Version),200,1513723016284,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),2882
"",Symphony X,Logged In,Mason,M,11,Thomas,328.93342,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5661,Pharaoh,200,1513723018284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
"","",Logged In,Zimora,F,2,Davis,"",free,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Home,1498962954284,5174,"",200,1513723027284,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),2882
"",Kalle Baah,Logged In,Connor,M,28,Gillespie,273.76281,paid,"Santa Cruz-Watsonville, CA",PUT,NextSong,1506639389284,5698,Ugly Girls,200,1513723034284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
"",Petra,Logged In,Gabriel,M,10,Koch,291.05587,paid,"Panama City, FL",PUT,NextSong,1505820418284,1060,Whole World,200,1513723045284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,1061
"",Lily Allen,Logged In,Riley,F,2,Davis,185.25995,free,"Montgomery, AL",PUT,NextSong,1497283198284,2852,22,200,1513723053284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2853
"",Jack Johnson,Logged In,Connor,M,2,Henderson,236.72118,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1494785186284,5040,Bubble Toes,200,1513723064284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1312
"","",Logged In,Gabriel,M,11,Koch,"",paid,"Panama City, FL",GET,Home,1505820418284,1060,"",200,1513723075284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,1061
"",Lloyd,Logged In,Kara,F,3,Smith,295.41832,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1508946027284,5659,StreetLove,200,1513723117284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,184
"","",Logged In,Mason,M,12,Thomas,"",paid,"Indianapolis-Carmel-Anderson, IN",GET,Downgrade,1487015656284,5661,"",200,1513723148284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
"",Madder Mortem,Logged In,James,M,3,Lewis,306.23302,paid,"Boise City, ID",PUT,NextSong,1509081064284,5243,Distance Will Save Us,200,1513723177284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1267
"","",Logged In,James,M,4,Lewis,"",paid,"Boise City, ID",PUT,Logout,1509081064284,5243,"",307,1513723178284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1267
"",Andrew Bird,Logged In,Joshua,M,50,Blake,215.87546,paid,"Fayetteville-Springdale-Rogers, AR-MO",PUT,NextSong,1512526653284,5340,Heretics,200,1513723180284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1949
"","",Logged Out,"","",5,"","",paid,"",GET,Home,"",5243,"",200,1513723183284,"",""
"","",Logged Out,"","",6,"","",paid,"",PUT,Login,"",5243,"",307,1513723184284,"",""
"","",Logged In,James,M,7,Lewis,"",paid,"Boise City, ID",GET,Home,1509081064284,5243,"",200,1513723185284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1267
"",Cracker,Logged In,Zoie,F,37,Wright,209.71057,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Happy Birthday To Me,200,1513723192284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",Axel Krygier,Logged In,Eliana,F,9,Thomas,267.07546,paid,"Knoxville, TN",PUT,NextSong,1511496362284,4686,Jungla de Pasto,200,1513723210284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2779
"","",Logged In,Naomi,F,0,Smith,"",free,"Cleveland-Elyria, OH",GET,Home,1510506186284,4228,"",200,1513723210284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14\"",2018
"",N.W.A.,Logged In,Naomi,F,1,Smith,195.63057,free,"Cleveland-Elyria, OH",PUT,NextSong,1510506186284,4228,A Bitch Iz A Bitch (Explicit) (Digitally Remastered 02),200,1513723215284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14\"",2018
"",The Postal Service,Logged In,Vera,F,15,Blackwell,266.47465,paid,"Racine, WI",PUT,NextSong,1499855749284,5516,Such Great Heights,200,1513723220284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
"","",Logged In,Vera,F,16,Blackwell,"",paid,"Racine, WI",GET,Downgrade,1499855749284,5516,"",200,1513723220284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
"",Kelly Clarkson,Logged In,Micheal,M,32,Morgan,239.09832,paid,"Sterling, CO",PUT,NextSong,1485051492284,5175,All I Ever Wanted,200,1513723221284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1806
